SIDO,SIGUNGU,SEX_GB,AGE_GB,POPU_NUM,popu_per
경기도,수원시 영통구,전체,50,53098,0.144
경기도,수원시 영통구,전체,60,24268,0.066
경기도,수원시 영통구,전체,70,10870,0.03
경기도,수원시 영통구,전체,80,5529,0.015
경기도,수원시 영통구,전체,전체,368468,1
경기도,수원시 장안구,남,0,10416,0.074
경기도,수원시 장안구,남,10,16001,0.114
경기도,수원시 장안구,남,20,24256,0.173
경기도,수원시 장안구,남,30,17754,0.127
경기도,수원시 장안구,남,40,23534,0.168
경기도,수원시 장안구,남,50,24644,0.176
경기도,수원시 장안구,남,60,14038,0.1
경기도,수원시 장안구,남,70,6755,0.048
경기도,수원시 장안구,남,80,2820,0.02
경기도,수원시 장안구,남,전체,140218,1
경기도,수원시 장안구,여,0,9676,0.07
경기도,수원시 장안구,여,10,14605,0.106
경기도,수원시 장안구,여,20,20132,0.146
경기도,수원시 장안구,여,30,16569,0.12
경기도,수원시 장안구,여,40,23870,0.173
경기도,수원시 장안구,여,50,24707,0.179
경기도,수원시 장안구,여,60,14497,0.105
경기도,수원시 장안구,여,70,8544,0.062
경기도,수원시 장안구,여,80,5559,0.04
경기도,수원시 장안구,여,전체,138159,1
경기도,수원시 장안구,전체,0,20092,0.072
경기도,수원시 장안구,전체,10,30606,0.11
경기도,수원시 장안구,전체,20,44388,0.159
경기도,수원시 장안구,전체,30,34323,0.123
경기도,수원시 장안구,전체,40,47404,0.17
경기도,수원시 장안구,전체,50,49351,0.177
경기도,수원시 장안구,전체,60,28535,0.103
경기도,수원시 장안구,전체,70,15299,0.055
경기도,수원시 장안구,전체,80,8379,0.03
경기도,수원시 장안구,전체,전체,278377,1
경기도,수원시 팔달구,남,0,5283,0.06
경기도,수원시 팔달구,남,10,7589,0.086
경기도,수원시 팔달구,남,20,14760,0.167
경기도,수원시 팔달구,남,30,13560,0.153
경기도,수원시 팔달구,남,40,14518,0.164
경기도,수원시 팔달구,남,50,15651,0.177
경기도,수원시 팔달구,남,60,10210,0.115
경기도,수원시 팔달구,남,70,5134,0.058
경기도,수원시 팔달구,남,80,1818,0.021
경기도,수원시 팔달구,남,전체,88523,1
경기도,수원시 팔달구,여,0,5174,0.059
경기도,수원시 팔달구,여,10,7202,0.082
경기도,수원시 팔달구,여,20,13411,0.154
경기도,수원시 팔달구,여,30,11762,0.135
경기도,수원시 팔달구,여,40,13734,0.157
경기도,수원시 팔달구,여,50,15172,0.174
경기도,수원시 팔달구,여,60,10913,0.125
경기도,수원시 팔달구,여,70,6436,0.074
경기도,수원시 팔달구,여,80,3539,0.041
경기도,수원시 팔달구,여,전체,87343,1
경기도,수원시 팔달구,전체,0,10457,0.059
경기도,수원시 팔달구,전체,10,14791,0.084
경기도,수원시 팔달구,전체,20,28171,0.16
경기도,수원시 팔달구,전체,30,25322,0.144
경기도,수원시 팔달구,전체,40,28252,0.161
경기도,수원시 팔달구,전체,50,30823,0.175
경기도,수원시 팔달구,전체,60,21123,0.12
경기도,수원시 팔달구,전체,70,11570,0.066
경기도,수원시 팔달구,전체,80,5357,0.03
경기도,수원시 팔달구,전체,전체,175866,1
경기도,시흥시,남,0,23935,0.097
경기도,시흥시,남,10,25770,0.104
경기도,시흥시,남,20,35793,0.144
경기도,시흥시,남,30,39575,0.16
경기도,시흥시,남,40,46190,0.186
경기도,시흥시,남,50,44313,0.179
경기도,시흥시,남,60,21305,0.086
경기도,시흥시,남,70,8041,0.032
경기도,시흥시,남,80,2882,0.012
경기도,시흥시,남,전체,247804,1
경기도,시흥시,여,0,22865,0.101
경기도,시흥시,여,10,24188,0.107
경기도,시흥시,여,20,30234,0.134
경기도,시흥시,여,30,34249,0.152
경기도,시흥시,여,40,40208,0.178
경기도,시흥시,여,50,38721,0.171
경기도,시흥시,여,60,18964,0.084
경기도,시흥시,여,70,9986,0.044
경기도,시흥시,여,80,6463,0.029
경기도,시흥시,여,전체,225878,1
경기도,시흥시,전체,0,46800,0.099
경기도,시흥시,전체,10,49958,0.105
경기도,시흥시,전체,20,66027,0.139
경기도,시흥시,전체,30,73824,0.156
경기도,시흥시,전체,40,86398,0.182
경기도,시흥시,전체,50,83034,0.175
경기도,시흥시,전체,60,40269,0.085
경기도,시흥시,전체,70,18027,0.038
경기도,시흥시,전체,80,9345,0.02
경기도,시흥시,전체,전체,473682,1
경기도,안산시,남,0,23665,0.071
경기도,안산시,남,10,35252,0.106
경기도,안산시,남,20,55951,0.168
경기도,안산시,남,30,46550,0.139
경기도,안산시,남,40,56423,0.169
경기도,안산시,남,50,65133,0.195
경기도,안산시,남,60,33262,0.1
경기도,안산시,남,70,12643,0.038
경기도,안산시,남,80,4887,0.015
경기도,안산시,남,전체,333766,1
경기도,안산시,여,0,22774,0.072
경기도,안산시,여,10,32880,0.104
경기도,안산시,여,20,49168,0.155
경기도,안산시,여,30,39312,0.124
경기도,안산시,여,40,54864,0.173
경기도,안산시,여,50,61006,0.192
경기도,안산시,여,60,30432,0.096
경기도,안산시,여,70,15876,0.05
경기도,안산시,여,80,10840,0.034
경기도,안산시,여,전체,317152,1
경기도,안산시,전체,0,46439,0.071
경기도,안산시,전체,10,68132,0.105
경기도,안산시,전체,20,105119,0.161
경기도,안산시,전체,30,85862,0.132
경기도,안산시,전체,40,111287,0.171
경기도,안산시,전체,50,126139,0.194
경기도,안산시,전체,60,63694,0.098
경기도,안산시,전체,70,28519,0.044
경기도,안산시,전체,80,15727,0.024
경기도,안산시,전체,전체,650918,1
경기도,안산시 단원구,남,0,11435,0.072
경기도,안산시 단원구,남,10,16816,0.106
경기도,안산시 단원구,남,20,25801,0.163
경기도,안산시 단원구,남,30,22915,0.145
경기도,안산시 단원구,남,40,26741,0.169
경기도,안산시 단원구,남,50,30715,0.194
경기도,안산시 단원구,남,60,15900,0.101
경기도,안산시 단원구,남,70,5602,0.035
경기도,안산시 단원구,남,80,2052,0.013
경기도,안산시 단원구,남,전체,157977,1
경기도,안산시 단원구,여,0,11061,0.075
경기도,안산시 단원구,여,10,15611,0.105
경기도,안산시 단원구,여,20,22622,0.153
경기도,안산시 단원구,여,30,19088,0.129
경기도,안산시 단원구,여,40,25844,0.174
경기도,안산시 단원구,여,50,28485,0.192
경기도,안산시 단원구,여,60,14287,0.096
경기도,안산시 단원구,여,70,6693,0.045
경기도,안산시 단원구,여,80,4637,0.031
경기도,안산시 단원구,여,전체,148328,1
경기도,안산시 단원구,전체,0,22496,0.073
경기도,안산시 단원구,전체,10,32427,0.106
경기도,안산시 단원구,전체,20,48423,0.158
경기도,안산시 단원구,전체,30,42003,0.137
경기도,안산시 단원구,전체,40,52585,0.172
경기도,안산시 단원구,전체,50,59200,0.193
경기도,안산시 단원구,전체,60,30187,0.099
경기도,안산시 단원구,전체,70,12295,0.04
경기도,안산시 단원구,전체,80,6689,0.022
경기도,안산시 단원구,전체,전체,306305,1
경기도,안산시 상록구,남,0,12230,0.07
경기도,안산시 상록구,남,10,18436,0.105
경기도,안산시 상록구,남,20,30150,0.172
경기도,안산시 상록구,남,30,23635,0.134
경기도,안산시 상록구,남,40,29682,0.169
경기도,안산시 상록구,남,50,34418,0.196
경기도,안산시 상록구,남,60,17362,0.099
경기도,안산시 상록구,남,70,7041,0.04
경기도,안산시 상록구,남,80,2835,0.016
경기도,안산시 상록구,남,전체,175789,1
경기도,안산시 상록구,여,0,11713,0.069
경기도,안산시 상록구,여,10,17269,0.102
경기도,안산시 상록구,여,20,26546,0.157
경기도,안산시 상록구,여,30,20224,0.12
경기도,안산시 상록구,여,40,29020,0.172
경기도,안산시 상록구,여,50,32521,0.193
경기도,안산시 상록구,여,60,16145,0.096
경기도,안산시 상록구,여,70,9183,0.054
경기도,안산시 상록구,여,80,6203,0.037
경기도,안산시 상록구,여,전체,168824,1
경기도,안산시 상록구,전체,0,23943,0.069
경기도,안산시 상록구,전체,10,35705,0.104
경기도,안산시 상록구,전체,20,56696,0.165
경기도,안산시 상록구,전체,30,43859,0.127
경기도,안산시 상록구,전체,40,58702,0.17
경기도,안산시 상록구,전체,50,66939,0.194
경기도,안산시 상록구,전체,60,33507,0.097
경기도,안산시 상록구,전체,70,16224,0.047
경기도,안산시 상록구,전체,80,9038,0.026
경기도,안산시 상록구,전체,전체,344613,1
경기도,안성시,남,0,7669,0.081
경기도,안성시,남,10,9465,0.1
경기도,안성시,남,20,11801,0.125
경기도,안성시,남,30,12777,0.136
경기도,안성시,남,40,15946,0.169
경기도,안성시,남,50,16271,0.173
경기도,안성시,남,60,11597,0.123
경기도,안성시,남,70,5964,0.063
경기도,안성시,남,80,2737,0.029
경기도,안성시,남,전체,94227,1
경기도,안성시,여,0,7271,0.082
경기도,안성시,여,10,8800,0.099
경기도,안성시,여,20,9655,0.108
경기도,안성시,여,30,10855,0.122
경기도,안성시,여,40,13966,0.157
경기도,안성시,여,50,14561,0.163
경기도,안성시,여,60,11435,0.128
경기도,안성시,여,70,7246,0.081
경기도,안성시,여,80,5389,0.06
경기도,안성시,여,전체,89178,1
경기도,안성시,전체,0,14940,0.081
경기도,안성시,전체,10,18265,0.1
경기도,안성시,전체,20,21456,0.117
경기도,안성시,전체,30,23632,0.129
경기도,안성시,전체,40,29912,0.163
경기도,안성시,전체,50,30832,0.168
경기도,안성시,전체,60,23032,0.126
경기도,안성시,전체,70,13210,0.072
경기도,안성시,전체,80,8126,0.044
경기도,안성시,전체,전체,183405,1
경기도,안양시,남,0,21792,0.078
경기도,안양시,남,10,28836,0.103
경기도,안양시,남,20,42343,0.151
경기도,안양시,남,30,41234,0.147
경기도,안양시,남,40,44942,0.16
경기도,안양시,남,50,49246,0.175
경기도,안양시,남,60,33222,0.118
경기도,안양시,남,70,13880,0.049
경기도,안양시,남,80,5157,0.018
경기도,안양시,남,전체,280652,1
경기도,안양시,여,0,20975,0.073
경기도,안양시,여,10,26936,0.094
경기도,안양시,여,20,39017,0.136
경기도,안양시,여,30,39428,0.138
경기도,안양시,여,40,47021,0.164
경기도,안양시,여,50,51982,0.182
경기도,안양시,여,60,33512,0.117
경기도,안양시,여,70,16866,0.059
경기도,안양시,여,80,10655,0.037
경기도,안양시,여,전체,286392,1
경기도,안양시,전체,0,42767,0.075
경기도,안양시,전체,10,55772,0.098
경기도,안양시,전체,20,81360,0.143
경기도,안양시,전체,30,80662,0.142
경기도,안양시,전체,40,91963,0.162
경기도,안양시,전체,50,101228,0.179
경기도,안양시,전체,60,66734,0.118
경기도,안양시,전체,70,30746,0.054
경기도,안양시,전체,80,15812,0.028
경기도,안양시,전체,전체,567044,1
경기도,안양시 동안구,남,0,13247,0.084
경기도,안양시 동안구,남,10,18423,0.116
경기도,안양시 동안구,남,20,23753,0.15
경기도,안양시 동안구,남,30,23084,0.146
경기도,안양시 동안구,남,40,26333,0.166
경기도,안양시 동안구,남,50,27132,0.171
경기도,안양시 동안구,남,60,17199,0.109
경기도,안양시 동안구,남,70,6592,0.042
경기도,안양시 동안구,남,80,2563,0.016
경기도,안양시 동안구,남,전체,158326,1
경기도,안양시 동안구,여,0,12679,0.077
경기도,안양시 동안구,여,10,17282,0.105
경기도,안양시 동안구,여,20,22041,0.134
경기도,안양시 동안구,여,30,23012,0.14
경기도,안양시 동안구,여,40,29173,0.177
경기도,안양시 동안구,여,50,29158,0.177
경기도,안양시 동안구,여,60,17211,0.105
경기도,안양시 동안구,여,70,8304,0.05
경기도,안양시 동안구,여,80,5623,0.034
경기도,안양시 동안구,여,전체,164483,1
경기도,안양시 동안구,전체,0,25926,0.08
경기도,안양시 동안구,전체,10,35705,0.111
경기도,안양시 동안구,전체,20,45794,0.142
경기도,안양시 동안구,전체,30,46096,0.143
경기도,안양시 동안구,전체,40,55506,0.172
경기도,안양시 동안구,전체,50,56290,0.174
경기도,안양시 동안구,전체,60,34410,0.107
경기도,안양시 동안구,전체,70,14896,0.046
경기도,안양시 동안구,전체,80,8186,0.025
경기도,안양시 동안구,전체,전체,322809,1
경기도,안양시 만안구,남,0,8545,0.07
경기도,안양시 만안구,남,10,10413,0.085
경기도,안양시 만안구,남,20,18590,0.152
경기도,안양시 만안구,남,30,18150,0.148
경기도,안양시 만안구,남,40,18609,0.152
경기도,안양시 만안구,남,50,22114,0.181
경기도,안양시 만안구,남,60,16023,0.131
경기도,안양시 만안구,남,70,7288,0.06
경기도,안양시 만안구,남,80,2594,0.021
경기도,안양시 만안구,남,전체,122326,1
경기도,안양시 만안구,여,0,8296,0.068
경기도,안양시 만안구,여,10,9654,0.079
경기도,안양시 만안구,여,20,16976,0.139
경기도,안양시 만안구,여,30,16416,0.135
경기도,안양시 만안구,여,40,17848,0.146
경기도,안양시 만안구,여,50,22824,0.187
경기도,안양시 만안구,여,60,16301,0.134
경기도,안양시 만안구,여,70,8562,0.07
경기도,안양시 만안구,여,80,5032,0.041
경기도,안양시 만안구,여,전체,121909,1
경기도,안양시 만안구,전체,0,16841,0.069
경기도,안양시 만안구,전체,10,20067,0.082
경기도,안양시 만안구,전체,20,35566,0.146
경기도,안양시 만안구,전체,30,34566,0.142
경기도,안양시 만안구,전체,40,36457,0.149
경기도,안양시 만안구,전체,50,44938,0.184
경기도,안양시 만안구,전체,60,32324,0.132
경기도,안양시 만안구,전체,70,15850,0.065
경기도,안양시 만안구,전체,80,7626,0.031
경기도,안양시 만안구,전체,전체,244235,1
경기도,양주시,남,0,10115,0.09
경기도,양주시,남,10,12252,0.109
경기도,양주시,남,20,14090,0.125
경기도,양주시,남,30,14223,0.126
경기도,양주시,남,40,19857,0.176
경기도,양주시,남,50,19317,0.171
경기도,양주시,남,60,13072,0.116
경기도,양주시,남,70,7197,0.064
경기도,양주시,남,80,2652,0.024
경기도,양주시,남,전체,112775,1
경기도,양주시,여,0,9699,0.089
경기도,양주시,여,10,11680,0.107
경기도,양주시,여,20,12190,0.111
경기도,양주시,여,30,13391,0.122
경기도,양주시,여,40,18726,0.171
경기도,양주시,여,50,17492,0.16
경기도,양주시,여,60,13070,0.119
경기도,양주시,여,70,8423,0.077
경기도,양주시,여,80,4868,0.044
경기도,양주시,여,전체,109539,1
경기도,양주시,전체,0,19814,0.089
경기도,양주시,전체,10,23932,0.108
경기도,양주시,전체,20,26280,0.118
경기도,양주시,전체,30,27614,0.124
경기도,양주시,전체,40,38583,0.174
경기도,양주시,전체,50,36809,0.166
경기도,양주시,전체,60,26142,0.118
경기도,양주시,전체,70,15620,0.07
경기도,양주시,전체,80,7520,0.034
경기도,양주시,전체,전체,222314,1
경기도,양평군,남,0,3899,0.066
경기도,양평군,남,10,5197,0.089
경기도,양평군,남,20,5694,0.097
경기도,양평군,남,30,5651,0.096
경기도,양평군,남,40,8428,0.144
경기도,양평군,남,50,10776,0.184
경기도,양평군,남,60,10401,0.177
경기도,양평군,남,70,6177,0.105
경기도,양평군,남,80,2431,0.041
경기도,양평군,남,전체,58654,1
경기도,양평군,여,0,3721,0.064
경기도,양평군,여,10,4561,0.078
경기도,양평군,여,20,4762,0.082
경기도,양평군,여,30,5567,0.096
경기도,양평군,여,40,7900,0.136
경기도,양평군,여,50,10242,0.176
경기도,양평군,여,60,10563,0.181
경기도,양평군,여,70,6458,0.111
경기도,양평군,여,80,4446,0.076
경기도,양평군,여,전체,58220,1
경기도,양평군,전체,0,7620,0.065
경기도,양평군,전체,10,9758,0.083
경기도,양평군,전체,20,10456,0.089
경기도,양평군,전체,30,11218,0.096
경기도,양평군,전체,40,16328,0.14
경기도,양평군,전체,50,21018,0.18
경기도,양평군,전체,60,20964,0.179
경기도,양평군,전체,70,12635,0.108
경기도,양평군,전체,80,6877,0.059
경기도,양평군,전체,전체,116874,1
경기도,여주시,남,0,4009,0.071
경기도,여주시,남,10,5140,0.091
경기도,여주시,남,20,6569,0.116
경기도,여주시,남,30,6298,0.112
경기도,여주시,남,40,8419,0.149
경기도,여주시,남,50,10567,0.187
경기도,여주시,남,60,8650,0.153
경기도,여주시,남,70,4717,0.084
경기도,여주시,남,80,2058,0.036
경기도,여주시,남,전체,56427,1
경기도,여주시,여,0,3707,0.068
경기도,여주시,여,10,4812,0.088
경기도,여주시,여,20,5498,0.101
경기도,여주시,여,30,5711,0.104
경기도,여주시,여,40,7749,0.142
경기도,여주시,여,50,9636,0.176
경기도,여주시,여,60,8372,0.153
경기도,여주시,여,70,5355,0.098
경기도,여주시,여,80,3816,0.07
경기도,여주시,여,전체,54656,1
경기도,여주시,전체,0,7716,0.069
경기도,여주시,전체,10,9952,0.09
경기도,여주시,전체,20,12067,0.109
경기도,여주시,전체,30,12009,0.108
경기도,여주시,전체,40,16168,0.146
경기도,여주시,전체,50,20203,0.182
경기도,여주시,전체,60,17022,0.153
경기도,여주시,전체,70,10072,0.091
경기도,여주시,전체,80,5874,0.053
경기도,여주시,전체,전체,111083,1
경기도,연천군,남,0,1502,0.065
경기도,연천군,남,10,1789,0.078
경기도,연천군,남,20,3469,0.151
경기도,연천군,남,30,2412,0.105
경기도,연천군,남,40,2797,0.122
경기도,연천군,남,50,3967,0.173
경기도,연천군,남,60,3656,0.159
경기도,연천군,남,70,2270,0.099
경기도,연천군,남,80,1100,0.048
경기도,연천군,남,전체,22962,1
경기도,연천군,여,0,1437,0.069
경기도,연천군,여,10,1540,0.074
경기도,연천군,여,20,1999,0.096
경기도,연천군,여,30,1924,0.092
경기도,연천군,여,40,2284,0.109
경기도,연천군,여,50,3438,0.165
경기도,연천군,여,60,3434,0.165
경기도,연천군,여,70,2818,0.135
경기도,연천군,여,80,1988,0.095
경기도,연천군,여,전체,20862,1
경기도,연천군,전체,0,2939,0.067
경기도,연천군,전체,10,3329,0.076
경기도,연천군,전체,20,5468,0.125
경기도,연천군,전체,30,4336,0.099
경기도,연천군,전체,40,5081,0.116
경기도,연천군,전체,50,7405,0.169
경기도,연천군,전체,60,7090,0.162
경기도,연천군,전체,70,5088,0.116
경기도,연천군,전체,80,3088,0.07
경기도,연천군,전체,전체,43824,1
경기도,오산시,남,0,12933,0.111
경기도,오산시,남,10,12840,0.11
경기도,오산시,남,20,16393,0.14
경기도,오산시,남,30,21433,0.183
경기도,오산시,남,40,22255,0.19
경기도,오산시,남,50,16691,0.143
경기도,오산시,남,60,8831,0.076
경기도,오산시,남,70,4089,0.035
경기도,오산시,남,80,1439,0.012
경기도,오산시,남,전체,116904,1
경기도,오산시,여,0,12330,0.113
경기도,오산시,여,10,12142,0.111
경기도,오산시,여,20,14028,0.128
경기도,오산시,여,30,18670,0.171
경기도,오산시,여,40,19758,0.18
경기도,오산시,여,50,15520,0.142
경기도,오산시,여,60,9105,0.083
경기도,오산시,여,70,5200,0.047
경기도,오산시,여,80,2722,0.025
경기도,오산시,여,전체,109475,1
경기도,오산시,전체,0,25263,0.112
경기도,오산시,전체,10,24982,0.11
경기도,오산시,전체,20,30421,0.134
경기도,오산시,전체,30,40103,0.177
경기도,오산시,전체,40,42013,0.186
경기도,오산시,전체,50,32211,0.142
경기도,오산시,전체,60,17936,0.079
경기도,오산시,전체,70,9289,0.041
경기도,오산시,전체,80,4161,0.018
경기도,오산시,전체,전체,226379,1
경기도,용인시,남,0,53977,0.103
경기도,용인시,남,10,63328,0.12
경기도,용인시,남,20,68483,0.13
경기도,용인시,남,30,73528,0.14
경기도,용인시,남,40,99068,0.188
경기도,용인시,남,50,80605,0.153
경기도,용인시,남,60,46622,0.089
경기도,용인시,남,70,29037,0.055
경기도,용인시,남,80,11298,0.021
경기도,용인시,남,전체,525946,1
경기도,용인시,여,0,51478,0.096
경기도,용인시,여,10,59773,0.112
경기도,용인시,여,20,63770,0.119
경기도,용인시,여,30,75949,0.142
경기도,용인시,여,40,101156,0.19
경기도,용인시,여,50,77287,0.145
경기도,용인시,여,60,52099,0.098
경기도,용인시,여,70,34142,0.064
경기도,용인시,여,80,18009,0.034
경기도,용인시,여,전체,533663,1
경기도,용인시,전체,0,105455,0.1
경기도,용인시,전체,10,123101,0.116
경기도,용인시,전체,20,132253,0.125
경기도,용인시,전체,30,149477,0.141
경기도,용인시,전체,40,200224,0.189
경기도,용인시,전체,50,157892,0.149
경기도,용인시,전체,60,98721,0.093
경기도,용인시,전체,70,63179,0.06
경기도,용인시,전체,80,29307,0.028
경기도,용인시,전체,전체,1059609,1
경기도,용인시 기흥구,남,0,23567,0.109
경기도,용인시 기흥구,남,10,26668,0.124
경기도,용인시 기흥구,남,20,27749,0.129
경기도,용인시 기흥구,남,30,30473,0.141
경기도,용인시 기흥구,남,40,41662,0.193
경기도,용인시 기흥구,남,50,31844,0.148
경기도,용인시 기흥구,남,60,17855,0.083
경기도,용인시 기흥구,남,70,11493,0.053
경기도,용인시 기흥구,남,80,4485,0.021
경기도,용인시 기흥구,남,전체,215796,1
경기도,용인시 기흥구,여,0,22285,0.101
경기도,용인시 기흥구,여,10,25120,0.114
경기도,용인시 기흥구,여,20,26004,0.118
경기도,용인시 기흥구,여,30,32063,0.145
경기도,용인시 기흥구,여,40,43041,0.195
경기도,용인시 기흥구,여,50,31075,0.141
경기도,용인시 기흥구,여,60,20672,0.094
경기도,용인시 기흥구,여,70,13673,0.062
경기도,용인시 기흥구,여,80,6950,0.031
경기도,용인시 기흥구,여,전체,220883,1
경기도,용인시 기흥구,전체,0,45852,0.105
경기도,용인시 기흥구,전체,10,51788,0.119
경기도,용인시 기흥구,전체,20,53753,0.123
경기도,용인시 기흥구,전체,30,62536,0.143
경기도,용인시 기흥구,전체,40,84703,0.194
경기도,용인시 기흥구,전체,50,62919,0.144
경기도,용인시 기흥구,전체,60,38527,0.088
경기도,용인시 기흥구,전체,70,25166,0.058
경기도,용인시 기흥구,전체,80,11435,0.026
경기도,용인시 기흥구,전체,전체,436679,1
경기도,용인시 수지구,남,0,19014,0.106
경기도,용인시 수지구,남,10,23263,0.129
경기도,용인시 수지구,남,20,22813,0.127
경기도,용인시 수지구,남,30,24756,0.137
경기도,용인시 수지구,남,40,34639,0.192
경기도,용인시 수지구,남,50,26679,0.148
경기도,용인시 수지구,남,60,14543,0.081
경기도,용인시 수지구,남,70,10412,0.058
경기도,용인시 수지구,남,80,3997,0.022
경기도,용인시 수지구,남,전체,180116,1
경기도,용인시 수지구,여,0,18263,0.097
경기도,용인시 수지구,여,10,22578,0.12
경기도,용인시 수지구,여,20,22459,0.119
경기도,용인시 수지구,여,30,27304,0.145
경기도,용인시 수지구,여,40,37645,0.199
경기도,용인시 수지구,여,50,25758,0.136
경기도,용인시 수지구,여,60,17107,0.091
경기도,용인시 수지구,여,70,12128,0.064
경기도,용인시 수지구,여,80,5676,0.03
경기도,용인시 수지구,여,전체,188918,1
경기도,용인시 수지구,전체,0,37277,0.101
경기도,용인시 수지구,전체,10,45841,0.124
경기도,용인시 수지구,전체,20,45272,0.123
경기도,용인시 수지구,전체,30,52060,0.141
경기도,용인시 수지구,전체,40,72284,0.196
경기도,용인시 수지구,전체,50,52437,0.142
경기도,용인시 수지구,전체,60,31650,0.086
경기도,용인시 수지구,전체,70,22540,0.061
경기도,용인시 수지구,전체,80,9673,0.026
경기도,용인시 수지구,전체,전체,369034,1
경기도,용인시 처인구,남,0,11396,0.088
경기도,용인시 처인구,남,10,13397,0.103
경기도,용인시 처인구,남,20,17921,0.138
경기도,용인시 처인구,남,30,18299,0.141
경기도,용인시 처인구,남,40,22767,0.175
경기도,용인시 처인구,남,50,22082,0.17
경기도,용인시 처인구,남,60,14224,0.109
경기도,용인시 처인구,남,70,7132,0.055
경기도,용인시 처인구,남,80,2816,0.022
경기도,용인시 처인구,남,전체,130034,1
경기도,용인시 처인구,여,0,10930,0.088
경기도,용인시 처인구,여,10,12075,0.097
경기도,용인시 처인구,여,20,15307,0.124
경기도,용인시 처인구,여,30,16582,0.134
경기도,용인시 처인구,여,40,20470,0.165
경기도,용인시 처인구,여,50,20454,0.165
경기도,용인시 처인구,여,60,14320,0.116
경기도,용인시 처인구,여,70,8341,0.067
경기도,용인시 처인구,여,80,5383,0.043
경기도,용인시 처인구,여,전체,123862,1
경기도,용인시 처인구,전체,0,22326,0.088
경기도,용인시 처인구,전체,10,25472,0.1
경기도,용인시 처인구,전체,20,33228,0.131
경기도,용인시 처인구,전체,30,34881,0.137
경기도,용인시 처인구,전체,40,43237,0.17
경기도,용인시 처인구,전체,50,42536,0.168
경기도,용인시 처인구,전체,60,28544,0.112
경기도,용인시 처인구,전체,70,15473,0.061
경기도,용인시 처인구,전체,80,8199,0.032
경기도,용인시 처인구,전체,전체,253896,1
경기도,의왕시,남,0,6800,0.085
경기도,의왕시,남,10,7797,0.097
경기도,의왕시,남,20,12062,0.15
경기도,의왕시,남,30,11391,0.142
경기도,의왕시,남,40,12297,0.153
경기도,의왕시,남,50,14397,0.179
경기도,의왕시,남,60,9947,0.124
경기도,의왕시,남,70,4092,0.051
경기도,의왕시,남,80,1570,0.02
경기도,의왕시,남,전체,80353,1
경기도,의왕시,여,0,6301,0.078
경기도,의왕시,여,10,7365,0.091
경기도,의왕시,여,20,10670,0.132
경기도,의왕시,여,30,10741,0.133
경기도,의왕시,여,40,12669,0.157
경기도,의왕시,여,50,15242,0.189
경기도,의왕시,여,60,9778,0.121
경기도,의왕시,여,70,4764,0.059
경기도,의왕시,여,80,3270,0.04
경기도,의왕시,여,전체,80800,1
경기도,의왕시,전체,0,13101,0.081
경기도,의왕시,전체,10,15162,0.094
경기도,의왕시,전체,20,22732,0.141
경기도,의왕시,전체,30,22132,0.137
경기도,의왕시,전체,40,24966,0.155
경기도,의왕시,전체,50,29639,0.184
경기도,의왕시,전체,60,19725,0.122
경기도,의왕시,전체,70,8856,0.055
경기도,의왕시,전체,80,4840,0.03
경기도,의왕시,전체,전체,161153,1
경기도,의정부시,남,0,18201,0.082
경기도,의정부시,남,10,22577,0.101
경기도,의정부시,남,20,31936,0.143
경기도,의정부시,남,30,30363,0.136
경기도,의정부시,남,40,37236,0.167
경기도,의정부시,남,50,38850,0.175
경기도,의정부시,남,60,25084,0.113
경기도,의정부시,남,70,13194,0.059
경기도,의정부시,남,80,5149,0.023
경기도,의정부시,남,전체,222590,1
경기도,의정부시,여,0,17072,0.074
경기도,의정부시,여,10,21278,0.093
경기도,의정부시,여,20,30576,0.133
경기도,의정부시,여,30,29410,0.128
경기도,의정부시,여,40,37394,0.163
경기도,의정부시,여,50,39923,0.174
경기도,의정부시,여,60,27005,0.118
경기도,의정부시,여,70,17021,0.074
경기도,의정부시,여,80,9599,0.042
경기도,의정부시,여,전체,229278,1
경기도,의정부시,전체,0,35273,0.078
경기도,의정부시,전체,10,43855,0.097
경기도,의정부시,전체,20,62512,0.138
경기도,의정부시,전체,30,59773,0.132
경기도,의정부시,전체,40,74630,0.165
경기도,의정부시,전체,50,78773,0.174
경기도,의정부시,전체,60,52089,0.115
경기도,의정부시,전체,70,30215,0.067
경기도,의정부시,전체,80,14748,0.033
경기도,의정부시,전체,전체,451868,1
경기도,이천시,남,0,10338,0.093
경기도,이천시,남,10,11794,0.106
경기도,이천시,남,20,16202,0.146
경기도,이천시,남,30,16377,0.147
경기도,이천시,남,40,17995,0.162
경기도,이천시,남,50,18052,0.162
경기도,이천시,남,60,12074,0.109
경기도,이천시,남,70,5865,0.053
경기도,이천시,남,80,2547,0.023
경기도,이천시,남,전체,111244,1
경기도,이천시,여,0,9659,0.092
경기도,이천시,여,10,10884,0.104
경기도,이천시,여,20,12586,0.12
경기도,이천시,여,30,14487,0.139
경기도,이천시,여,40,16851,0.161
경기도,이천시,여,50,16881,0.161
경기도,이천시,여,60,11567,0.111
경기도,이천시,여,70,6893,0.066
경기도,이천시,여,80,4782,0.046
경기도,이천시,여,전체,104590,1
경기도,이천시,전체,0,19997,0.093
경기도,이천시,전체,10,22678,0.105
경기도,이천시,전체,20,28788,0.133
경기도,이천시,전체,30,30864,0.143
경기도,이천시,전체,40,34846,0.161
